Asset,Period,Ann. Vol (%),Skewness,Excess Kurtosis
BKX,pre_crisis,12.074537321912654,0.0676710560926508,1.4421856461504667
BKX,crisis,77.29038854681714,0.04484217887741444,3.624730638709913
BKX,post_crisis,31.06062313646103,-0.286484404481372,2.3893526596900942
SPY,pre_crisis,10.507414078084942,-0.4829444177661363,2.391716490903482
SPY,crisis,35.012994580013306,0.18315226537678736,6.084925509660755
SPY,post_crisis,18.14945405402581,-0.44139871817061876,3.333571405909238
XLF,pre_crisis,12.474791789214802,-0.2439142614385981,2.581280759857851
XLF,crisis,68.01089840587291,0.11719142882978403,2.7277853056420316
XLF,post_crisis,26.899486053249806,-0.27282641279345626,2.9959637170935256
