Asset,Period,n_obs,mean,median,std,annualized_vol,min,max,skewness,kurtosis_excess,abs_return_mean,squared_return_mean
KBE,pre_crisis,406,0.036138474801977134,0.02723535264457675,0.7670766987491856,12.176965088416535,-3.233555930182229,3.17604493064654,-0.028433184194710585,2.2931062439840773,0.5574512227217098,0.5882633736329328
KBE,crisis,504,-0.20713077238645836,-0.43092110583224774,4.635661604432847,73.58884660547993,-21.85336428916354,18.410556557011375,0.13362423127885756,3.0500149491474406,3.236057266037272,21.48962405158945
KBE,post_crisis,881,0.035781277609809224,0.0,1.8841825389417644,29.910470536141094,-11.11968660947362,6.5554063728064005,-0.33983954229342034,2.601106668309603,1.3669307118036709,3.5473944646930726
SPY,pre_crisis,406,0.05695430186755843,0.08108807160926886,0.6569835545737184,10.429290605167743,-3.984076603366636,2.099271723195752,-0.681325836830006,3.9384407294422816,0.47539599206662575,0.43380806182887827
SPY,crisis,504,-0.08842811490714589,0.028634789085014302,2.205612022703894,35.0130054046119,-10.363751814931604,13.55773675526616,0.18315016504329337,6.08491665594309,1.4862693250572154,4.8628916952601395
SPY,post_crisis,881,0.05594422620754566,0.0777560029589003,1.1433060598909524,18.149421041427473,-6.7340397515097,4.545091994591769,-0.44140817331638804,3.333597405158371,0.8030505285643237,1.3087947927607944
XLF,pre_crisis,406,0.04539014685743011,0.08075014384476055,0.7963866033275483,12.642245399208822,-4.784596100404715,2.6112081904571385,-0.4816246409808631,3.9002620138467883,0.5851150594422124,0.6347297405392115
XLF,crisis,504,-0.20535617409385623,-0.3329099891832452,4.284285088821027,68.01091734433625,-18.23218777402481,15.239398750101936,0.11719439490173804,2.727784172583121,2.994403061723156,18.360851033861426
XLF,post_crisis,881,0.040286479725504816,0.0631431960634432,1.6945079165719537,26.899479251277448,-9.933888685034317,7.445994289389595,-0.2728281633582215,2.995936572352308,1.2096840727583476,2.869720877640524
